WINE_ID,WINE_NM,WINE_REGION_NM,WINE_CAT,WINE_PC
29450,Chateau Fonbadet 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,44.99
29451,Chateau Fonplegade (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,39.97
29452,Chateau Fonplegade 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,47.99
29453,Chateau Fonroque (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,31.97
29454,Chateau Fontenil (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,21.97
29455,Chateau Fontenil 2018,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,26.99
29456,Chateau Fourcas-Borie 2015,"Bordeaux Red Blends from Listrac, Bordeaux, France",Red Wine,49.99
29457,Chateau Franc Mayne (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,30.97
29458,Chateau Francs Magnus Bordeaux Superieur 2016,"Bordeaux Red Blends from Bordeaux, France",Red Wine,12.99
29459,Chateau Francs Magnus Bordeaux Superieur 2018,"Bordeaux Red Blends from Bordeaux, France",Red Wine,11.99
29460,Chateau Gazin (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,72.97
29461,Chateau German 2018,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,14.99
29462,Chateau Giscours (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,104.97
29463,Chateau Giscours (1.5 Liter Magnum) 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,139.97
29464,Chateau Giscours (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,49.97
29465,Chateau Gloria (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,35.97
29466,Chateau Grand Mayne (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,37.97
29467,Chateau Grand-Puy-Ducasse (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,33.97
29468,Chateau Grand-Puy-Lacoste (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,77.97
29469,Chateau Grand-Puy-Lacoste (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,63.97
29470,Chateau Grand-Puy-Lacoste (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,155.97
29471,Chateau Grand-Puy-Lacoste (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,134.97
29472,Chateau Gruaud Larose (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,74.97
29473,Chateau Guiraud Sauternes (375ML Futures Pre-Sale) 2019,"Other Dessert from Sauternes, Bordeaux, France",Green Wine,23.97
29474,Chateau Guiraud Sauternes (Futures Pre-Sale) 2019,"Other Dessert from Sauternes, Bordeaux, France",Green Wine,44.97
29475,Chateau Haut-Bages Liberal (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,34.97
29476,Chateau Haut-Bailly II (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,31.97
29477,Chateau Haut-Bailly (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,94.97
29478,Chateau Haut-Bailly (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,235.97
29479,Chateau Haut-Bailly (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,194.97
29480,Chateau Haut-Bailly II 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,39.99
29481,Chateau Haut-Batailley (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,49.97
29482,Chateau Haut-Batailley (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,64.97
29483,Chateau Haut-Bergey (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,19.97
29484,Chateau Haut-Bergey (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,23.97
29485,Chateau Haut-Brion 2015,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,699.99
29486,Chateau Haut-Brion Le Clarence de Haut-Brion (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,135.97
29487,Chateau Haut-Brion 2014,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,449.99
29488,Chateau Haut-Brion Blanc (Futures Pre-Sale) 2019,"Bordeaux White Blends from Pessac-Leognan, Bordeaux, France",White Wine,764.97
29489,Chateau Haut-Brion (1.5 Liter Magnum) 2009,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,2459.97
29490,Chateau Haut-Brion (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,1169.97
29491,Chateau Haut-Brion 2010,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,1199.99
29492,Chateau Haut-Brisson 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,27.99
29493,Chateau Haut-Brisson (1.5 Liter Magnum) 2016,"Merlot from St. Emilion, Bordeaux, France",Red Wine,74.97
29494,Chateau Haut-Brisson (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,23.97
29495,Chateau Haut-Monplaisir Cahors Tradition 2017,"Malbec from Cahors, Southwest, France",Red Wine,19.99
29496,Chateau Hosanna (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,149.97
29497,Chateau Kirwan (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,39.97
29498,Chateau L'Eglise Clinet (1.5 Liter Magnum) 2003,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,509.97
29499,Chateau L'Eglise Clinet 2015,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,299.99
29500,Chateau L'Evangile (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,184.97
29501,Chateau L'Evangile Blason de L'Evangile 2014,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,79.99
29502,Chateau la Chandelliere 2016,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,19.0
29503,Chateau La Claymore Lussac St.-Emilion 2016,"Bordeaux Red Blends from Bordeaux, France",Red Wine,17.99
29504,Chateau La Clotte (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,69.97
29505,Chateau La Conseillante (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,169.97
29506,Chateau La Conseillante 2018,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,249.99
29507,Chateau La Conseillante 2000,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,289.97
29508,Chateau La Conseillante (1.5 Liter Magnum) 2000,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,519.97
29509,Chateau La Conseillante 2016,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,259.99
29510,Chateau La Dominique (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,51.97
29511,Chateau La Dominique (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,54.97
29512,Chateau La Fleur-Petrus (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,199.97
29513,Chateau La Gaffeliere (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,67.97
29514,Chateau La Garde (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,22.97
29515,Chateau La Garde (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,25.97
29516,Chateau La Lagune (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,35.97
29517,Chateau La Mission Haut-Brion Blanc (Futures Pre-Sale) 2019,"Bordeaux White Blends from Pessac-Leognan, Bordeaux, France",White Wine,619.97
29518,Chateau La Mission Haut-Brion (375ML half-bottle) 1993,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,175.97
29519,Chateau La Mission Haut-Brion (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,719.97
29520,Chateau La Mission Haut-Brion 2016,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,499.99
29521,Chateau La Mondotte (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,229.97
29522,Chateau La Nerthe Chateauneuf-du-Pape Rouge 2016,"Rhone Red Blends from Chateauneuf-du-Pape, Rhone, France",Red Wine,59.99
29523,Chateau La Nerthe Les Cassagnes Cotes du Rhone Villages 2017,"Rhone Red Blends from Cotes du Rhone Villages, Rhone, France",Red Wine,22.0
29524,Chateau La Patache 2018,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,31.99
29525,Chateau La Prade 2018,"Bordeaux Red Blends from Cotes de Francs, Bordeaux, France",Red Wine,19.99
29526,Chateau La Tour Carnet (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,30.97
29527,Chateau La Vieille Cure (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Fronsac, Bordeaux, France",Red Wine,22.97
29528,Chateau Labegorce (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,36.99
29529,Chateau Labegorce (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,28.97
29530,Chateau Lafite Rothschild 150th Anniversary Edition (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,4999.97
29531,Chateau Lafleur 2008,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,679.0
29532,Chateau Lafleur 2012,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,679.0
29533,Chateau Lafleur-Gazin (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,47.97
29534,Chateau Lafon-Rochet (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,39.97
29535,Chateau Lafon-Rochet (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,45.97
29536,Chateau Lagrange (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,44.97
29537,Chateau Langoa Barton (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,49.97
29538,Chateau Langoa Barton (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,41.97
29539,Chateau Laroque (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,31.97
29540,Chateau Laroque 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,34.99
29541,Chateau Larrivaux 2016,"Bordeaux Red Blends from Haut Medoc, Bordeaux, France",Red Wine,21.0
29542,Chateau Lassegue Les Cadrans de Lassegue Grand Cru 2016,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,29.99
29543,Chateau Latour (slightly scuffed labels) 1995,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,979.97
29544,Chateau Latour (3 Liter Bottle) 2005,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,4999.97
29545,Chateau Le Boscq (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,32.97
29546,Chateau Le Boscq (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,27.97
29547,Chateau Le Pin 1982,"Bordeaux Red Blends from Pomerol, Bordeaux, France",Red Wine,9999.97
29548,Chateau Leoube Rose de Leoube 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,24.99
29549,Chateau Leoville Barton (1.5 Liter Magnum) 2016,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,399.97
29550,Chateau Leoville Barton 2000,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,209.97
29551,Chateau Leoville Las Cases (3 Liter Bottle) 2005,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,2219.97
29552,Chateau Leoville Las Cases (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,197.97
29553,Chateau Leoville Las Cases (bin soiled labels) 1989,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,379.97
29554,Chateau Leoville Las Cases 1996,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,557.97
29555,Chateau Leoville Las Cases (6-Pack OWC Futures Pre-Sale) 2019,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,1187.97
29556,Chateau Leoville Poyferre (1.5 Liter Futures Pre-Sale) 2018,"Bordeaux Red Blends from St-Julien, Bordeaux, France",Red Wine,199.97
29557,Chateau Les Carmes Haut Brion 2016,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,199.97
29558,Chateau Les Carmes Haut Brion (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,99.97
29559,Chateau Les Grands Chenes (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Medoc, Bordeaux, France",Red Wine,16.97
29560,Chateau Les Gravieres (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,25.99
29561,Chateau Les Gravieres (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,21.97
29562,Chateau Les Ormes de Pez (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,24.97
29563,Chateau Lespault-Martillac (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,22.97
29564,Chateau Lestage 2016,"Bordeaux Red Blends from Listrac, Bordeaux, France",Red Wine,45.0
29565,Chateau Lilian Ladouys (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,19.97
29566,Chateau Lusseau (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,19.97
29567,Chateau Lynch-Bages Echo de 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,49.99
29568,Chateau Lynch-Bages 1998,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,219.97
29569,Chateau Lynch-Bages 1989,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,449.97
29570,Chateau Lynch-Bages (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,97.97
29571,Chateau Lynch-Bages Echo de (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,33.97
29572,Chateau Lynch-Bages (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,199.97
29573,Chateau Lynch-Moussas 2018,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,49.99
29574,Chateau Lynch-Moussas (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,34.97
29575,Chateau Magrez Fombrauge (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,109.97
29576,Chateau Magrez Fombrauge (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,110.97
29577,Chateau Malartic-Lagraviere Reserve de Malartic (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,21.97
29578,Chateau Malartic-Lagraviere (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,49.97
29579,Chateau Malartic-Lagraviere (375ML half-bottle Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,19.97
29580,Chateau Malartic-Lagraviere (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pessac-Leognan, Bordeaux, France",Red Wine,39.97
29581,Chateau Malescot St. Exupery (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,43.97
29582,Chateau Malescot St. Exupery (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,67.99
29583,Chateau Malmaison 2015,"Bordeaux Red Blends from Moulis, Bordeaux, France",Red Wine,48.99
29584,Chateau Mangot 2018,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,23.99
29585,Chateau Mangot (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,19.97
29586,Chateau Margaux Pavillon Blanc (Futures Pre-Sale) 2019,"Bordeaux White Blends from Bordeaux, France",White Wine,229.97
29587,Chateau Margaux 2014,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,599.99
29588,Chateau Maris Les Amandiers 2016,"Syrah/Shiraz from Minervois La Liviniere, Minervois, Languedoc, South of France, France",Red Wine,79.99
29589,Chateau Maris Savoir Vieillir 2018,"Syrah/Shiraz from Minervois, Languedoc, South of France, France",Red Wine,27.99
29590,Chateau Maris Blanc,"Chardonnay from Pays d’Oc, South of France, France",White Wine,14.99
29591,Chateau Maris Rouge 2017,"Rhone Red Blends from Pays d’Oc, South of France, France",Red Wine,14.99
29592,Chateau Maris Zulu 2018,"Rhone Red Blends from Vin de France, France",Red Wine,16.99
29593,Chateau Marquis d'Alesme (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Margaux, Bordeaux, France",Red Wine,39.97
29594,Chateau Marsau (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Cotes de Francs, Bordeaux, France",Red Wine,24.97
29595,Chateau Mauvesin Barton (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Moulis, Bordeaux, France",Red Wine,18.97
29596,Chateau Mauvesin Barton (Futures Pre-Sale) 2018,"Bordeaux Red Blends from Moulis, Bordeaux, France",Red Wine,20.99
29597,Chateau Meyney (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,27.97
29598,Chateau Minuty Prestige Rose 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,33.0
29599,Chateau Minuty M Rose 2019,"Rosé from Cotes de Provence, Provence, South of France, France",Pink and Rosé,19.99
29600,Chateau Monbousquet (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,43.97
29601,Chateau Monbousquet (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Emilion, Bordeaux, France",Red Wine,94.97
29602,Chateau Mont Redon Cotes du Rhone Reserve 2018,"Rhone Red Blends from Cotes du Rhone, Rhone, France",Red Wine,14.99
29603,Chateau Mont-Perat Blanc 2017,"Bordeaux White Blends from Bordeaux, France",White Wine,19.99
29604,Chateau Montelena Potter Valley Riesling 2019,"Riesling from Potter Valley, Mendocino, California",White Wine,35.99
29605,Chateau Montlandrie (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Cotes de Castillon, Bordeaux, France",Red Wine,22.97
29606,Chateau Montrose (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,137.97
29607,Chateau Montrose (6-Pack OWC Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,1065.97
29608,Chateau Montrose (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,177.97
29609,Chateau Montrose La Dame de Montrose (Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,37.97
29610,Chateau Montrose (1.5 Liter Futures Pre-Sale) 2019,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,279.97
29611,Chateau Montrose La Dame de Montrose (Futures Pre-Sale) 2018,"Bordeaux Red Blends from St. Estephe, Bordeaux, France",Red Wine,42.97
29612,Chateau Mouton Rothschild Le Petit Mouton (Futures Pre-Sale) 2019,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,199.97
29613,Chateau Mouton Rothschild (6 Liter Bottle) 2016,"Bordeaux Red Blends from Pauillac, Bordeaux, France",Red Wine,6999.97
